원본,라벨,독어_역번역
야. 거지! 너네집 저기 판자촌이라면서? . 판자촌이 뭐야? 왜 저 위에 다 쓰러져가는 집들 있잖아. 거기 귀신의 집 같이 다 허물어진데? 새끼. 귀신의 집은 무너지진 않잖아. 쟤네 집은 천장에 구멍도 뚫려 있을걸. 추워서 집에서 이불 둘둘 말고 있을텐데. 용케 얼어죽진 않았네. 날도 추운데 걱정은 못해줄망정 그게 무슨 망발이냐? 거지 친구야 내가핫팩하나 줄까? 추운데 이런거라도 있으면 낫지 않겠어? 크큭. 와 배려심봐라. 쩔어. 나도 쓰던거 있으니까 저녁 때까지는 쓸 수 있겠다. 내가 내일도 쓰던거 줄테니까 꼭 가져가. 쟤 주고 나면 나 손시려워서 어떻게 하냐? 새끼 꼴에 자존심은 있는지 얼굴 빨개지네? 그래 봤자 넌 거지새끼 못 면해.,기타 괴롭힘 대화,"여기요. 가난한 사람들! 너희 집이 저기 빈민가에 있다고 들었어? . 슬럼가란 무엇인가? 왜 거기서 집들이 다 무너지나요? 유령의 집처럼 다 헐렸나요? 어린. 유령의 집은 무너지지 않습니다. 당신의 집에는 아마도 천장에 구멍이 있을 것입니다. 추워서 집에서 담요를 덮고 있을 것 같아요. 나는 얼어 죽지 못했습니다. 추워서 걱정도 안되는데 이게 무슨 말도 안되는 소리입니까? 거지친구야 핫팩 하나 줄까? 추운데, 이런게 있으면 더 좋지 않을까요? 한숨을 쉬다. 와, 사려깊은 것 같군요. 훌륭해요. 저도 쓸게 좀 있어서 저녁까지 쓸 수 있어요. 제가 사용한 것은 내일도 드릴테니 꼭 가져가세요. 주고 쑥스러워서 어떻게 해야 하나요? 얼굴이 붉어지는 건, 그런 말괄량이 자랑스럽다는 듯이? 글쎄, 당신은 거지가 되는 것을 피할 수 없습니다."
여보 생활비좀 주세요 아니 이놈의 마누라는 허구한날 입만 열면 돈타령이야 애들 학원비며. 괜히 애들 핑계 대지마! 제가 입고 쓰는건 없어요. 거짓말마 아주 뱃살이 출렁출렁 여보. 그러지 말고 생활비좀 주세요 못줘! 뱃살 쳐지는 거 더이상 보기 싫어서라도 못줘 정말 제가 먹고 쓰는건 없어요. 믿어주세요. 저리가 이 여편네야 정떨어져,기타 괴롭힘 대화,"자기야, 나에게 살아갈 수 있는 것을 주세요. 아니, 이 빌어먹을 여자는 입을 열 때마다 돈을 요구한다. 아이들의 학비에 관한 것입니다. 아이들을 위해 변명하지 마세요! 나는 아무것도 입지도, 사용하지도 않습니다. 거짓말하지 마세요, 내 배는 정말 설레요, 자기. 대신 생활비를 주세요! 더 이상 뱃살이 보기 싫어서 정말 먹을 것도, 쓸 것도 없어서 드릴 수가 없어요. 저를 믿으세요. 이 여자에게서 떨어져요 더 이상 당신을 사랑하지 않아요"
조용히 살라고 했는데 이새끼가깔짝깔짝건드네? 그러지마.그건 정말 너네가 잘못한거잖아 야 내가 잘못했어도 그걸 니가 뭔데 말해? 뭔데 신고하네 마네야 나쁜일이니까. 니가 경찰이야? 어? 경찰도 아닌새끼가 남의 일에 오지랖은 .그래도 그건 아니야 아 이 외골수새끼 입술 부르트도록 쳐맞아도 아직 정신 못차렸네 아 뇌는 아직 터지도록 안맞아서 그러냐? 제발. 여기서 멈춰주면 나도 조용히할게 야 니가 조용히 하는건 하나도 안중요하고 이빨 꽉 깨물어라 안그러면 이 나간다새끼야 제발 그만해.,협박 대화,"조용히 살라고 했는데 이 사람이 장난을 친다구요? 그러지 마세요. 이건 정말 당신 잘못이에요. 야, 내가 뭘 잘못했는데도 무슨 소리야? 왜 이걸 신고하는 거죠, 마네? 왜냐하면 그것은 나쁜 일이기 때문입니다. 당신은 경찰입니까? 음? 경찰도 아닌 놈이 남의 일에 간섭할 수는 없잖아요. 그러나 그것은 사실이 아닙니다. 아, 이 고집 센 놈은 입술 터질 때까지 얻어맞고도 아직 정신을 못 차렸구나. 아직 뇌가 터지지 않았기 때문일까? 제발. 여기서 멈추면 나도 조용히 할게. 야 조용히 해도 상관없어 그냥 이빨 깨물면 나올 거야 이 새끼야 제발 그만둬."
돈을 빌려갔으면 갚아야지 죄송합니다 시간을 조금만 더 주십시오 내가 왜? 내가자선사업가야? 나는 엄연한 사업가야 알고있습니다 부탁드릴게요 뭐 보니까 남은 것도 이제 얼마 없는 것 같은데 말이야 진짜 빈털털이 입니다 한번만 봐주세요 그래도 저 자동차 한대 있네? 저거밖에 없어요정말. 그럼 저거라도 줘야지 남의 돈 빌려가놓고 편하게 차타고 다닐라했어? 걸어다녀야지 그러면서 몸을 떼우고 갚아야지 하지만 이자도 너무 비싸고 . 그럼 아쉬울때는 빌려놓고 이제와서 이제 타령하는거야? 웃기지마 저거는 내가 가져간다,갈취 대화,돈을 빌려갔으면 갚아야지 죄송합니다 시간을 조금만 더 주십시오 내가 왜? 내가자선사업가야? 나는 엄연한 사업가야 알고있습니다 부탁드릴게요 뭐 보니까 남은 것도 이제 얼마 없는 것 같은데 말이야 진짜 빈털털이 입니다 한번만 봐주세요 그래도 저 자동차 한대 있네? 저거밖에 없어요정말. 그럼 저거라도 줘야지 남의 돈 빌려가놓고 편하게 차타고 다닐라했어? 걸어다녀야지 그러면서 몸을 떼우고 갚아야지 하지만 이자도 너무 비싸고 . 그럼 아쉬울때는 빌려놓고 이제와서 이제 타령하는거야? 웃기지마 저거는 내가 가져간다
이리로 와 넌 토막내서 죽여줄게 살려주세요 싫어 난 너의 장난감이랑 놀 시간 보네고 싶어서 그러는거야 제발 그만 그리고 너의 몸 장난감을 아주 잘 갖고 놀아야지 이 칼로 왜 그렇게 까지. 칼로 쑤시는 맛이 있거든 살려주세요 살아있는 애는 재미 없어 야이 새끼야 경찰이다. 이런 미친 싸이코 같은 놈 그 총 쏘기만 해봐 목를 썰어 주겠어,협박 대화,"이리 오너라 내가 너를 토막내어 죽이리라 저를 구해주세요. 나는 그것을 좋아하지 않는다. 나는 단지 당신의 장난감을 가지고 놀면서 시간을 보내고 싶어서 그렇게 합니다. 그만하세요. 신체 장난감을 아주 잘 가지고 놀아야 합니다. 왜 이 칼을 가지고 지금까지 가시나요? 칼로 찌르는 맛이 나니 살려주세요. 살아있는 아이는 재미가 없습니다. 이봐, 이 새끼야, 난 경찰이야 미친 싸이코야, 총만 쏘면 목이 잘릴 거야."
병신이 아이스크림 먹게 돼 있냐? 난 먹으면 안 돼? 그만 좀 해. 당연히 안 되지 너 공부 개못하는 찐따잖아. 야 닭대가리가 말도 하네 동물농장 나가자. 너네 학교폭력으로 신고하기 전에 그만 해. 아이고 무서워라 살려주세요 으헝헝 제발 좀 저리 가. 나였으면 아이스크림 먹을 시간에 공부한다. 멈춰! 저러니까 쳐맞고 다니지,기타 괴롭힘 대화,"아이스크림 먹을 수 있나요? 먹을 수는 없나요? 그만해요. 당연하지, 넌 공부도 잘 못하는 새끼야. 야, 닭머리가 말을 하고 있구나. 동물농장으로 가자. 학교폭력으로 신고하기 전에 그만하세요. 맙소사, 무서워요. 도와주세요. 아, 가주세요. 저라면 아이스크림 먹으면서 공부하겠습니다. 멈추다! 그렇기 때문에 나는 두들겨 맞는다."
와 한창 분위기 좋을때 방해해서 죄송합니다 누. 누구야? 이 새끼 갑자기 쉬쉬 사장님 흥분하지 마시구요 제가 이 여자 오빠되는 사람입니다 그런데 안타깝게도 얘가 아직 18살이 안됐지 뭐예요 뭐? 그. 그게 어때서? 우리 사. 사랑하는 사이야 푸하하하 이분 재미있으신 분이시네 저.저기 내가 한번 실수 한것 같으니 용서해주게 용서라 뭐 까짓것 용서해드리죠 다만 제게 뭔가 필요한게 있어서요 사모님 번호가 뭐였더라 돈이 필요하다면 내 지분을 팔아서라도 줌세 제발 그 사장님 소유의 은행 있는 건물 기억나시죠? 자네가 그걸 어떻게?,갈취 대화,"와, 기분 좋을 때 방해해서 미안해요. 그 사람은 누구입니까? 이 사람 갑자기 쉭쉭 소리가 나네요. 사장님, 화내지 마세요. 나는 이 여자의 형이다. 하지만 안타깝게도 그는 아직 18세가 되지 않았습니다. 무엇? 그만큼. 그게 뭐가 문제야? 우리 회사. 내 사랑 하하하 이 사람 참 웃긴 사람이네요. 아, 제가 한 번 실수한 것 같은데 용서해 주세요. 용서해주세요. 나는 당신에게 모든 것을 용서할 것입니다. 그런데 꼭 필요한 게 있어요. 아내 전화번호는 몇 번이었나요? 돈이 필요하면 내 주식을 팔아주세요. 은행이 있는 사장 소유의 건물을 기억하시나요? 어떻게 합니까?"
니가 나 따라한다는 애구나? 내가? 나 너 안따라해. 머라는거야. 여기 사진 다 있거든. 너 내가 누군지 모르지? 너 한번 찍혀야 정신차리냐? 아니야 나. 나 진짜 아니야. 이거 나 아니야. 애 머래니? 작작 좀 나대. 진짜로 나 진짜 아니야 나 이런대 가보지도 않았어. 야 니가 내 썸남한테 꼬리쳤다며 거짓말 하지마 내가 다 듣고 이러는거거든? 진짜 나 아니야. 나랑 닮은 앤가봐. 야 재 입 좀 어떻게 하자. 애들아 제발 이러지 말아줘. 선생님한테 말할거야.,기타 괴롭힘 대화,"나를 따라하고 있다는 말씀이신가요? 나? 나는 당신을 따르지 않습니다. 저게 뭐에요? 모든 사진은 여기에서 볼 수 있습니다. 당신은 내가 누군지 모르죠? 정신을 차리려면 한 번 잡혀야합니까? 아니, 난. 난 정말 아니에요. 그건 내가 아니야. 당신은 어린이입니까? 뭔가를해도 괜찮다고합니다. 그건 정말 내가 아닙니다. 나는 이전에 이런 일을 경험한 적이 없습니다. 이봐요, 당신이 내 남자친구랑 바람피웠다고 거짓말하지 마세요. 내가 다 듣고 그렇게 말했지? 그건 정말 내가 아닙니다. 나와 꼭 닮은 앤을 보세요. 이봐, 그것에 대해 다시 뭔가를 해보자. 어린이 여러분, 이러지 마십시오. 선생님께 말씀드릴게요."
자꾸 이런식으로 내 연락 무시하면 나도 가만 있지 않을거야 어떻게 할건데? 당장 네 집에 가서 다 말할거야 정말 그러기야? 제발 이제 그만해 네가 자꾸 연락 무시하고 해결책을 내놓지 않잖아 어떻게 하길 원하는데? 당장 집에 가서 네 와이프에게 말해 그건 안 돼. 그럼 나 이혼당해 그 정도도 생각 안하고 행동했니? 진짜 너 칼로 갈기갈기 찢어 죽여 버릴거야 나도 가만 있지 않을거야. 이렇게 말이 안통하니 자꾸 연락을 차단하는거 아냐 네가 그렇게 나오면 나도 이제 가만있지 않겠어,협박 대화,자꾸 이런식으로 내 연락 무시하면 나도 가만 있지 않을거야 어떻게 할건데? 당장 네 집에 가서 다 말할거야 정말 그러기야? 제발 이제 그만해 네가 자꾸 연락 무시하고 해결책을 내놓지 않잖아 어떻게 하길 원하는데? 당장 집에 가서 네 와이프에게 말해 그건 안 돼. 그럼 나 이혼당해 그 정도도 생각 안하고 행동했니? 진짜 너 칼로 갈기갈기 찢어 죽여 버릴거야 나도 가만 있지 않을거야. 이렇게 말이 안통하니 자꾸 연락을 차단하는거 아냐 네가 그렇게 나오면 나도 이제 가만있지 않겠어
야 너는 00고등학교 배정되서 어쩌냐 왜 00고등학교가 어떄서? 거기 내신 구리잖아. 애들도 다 돌대가리 아니면 일진뿐이라던데 나는 상관없어 어짜피 공부 잘하니까 뭐가 상관없어 니 친구들도 다 공부못하는 애들이고 노는애들 뿐일텐데 걔네랑 안놀아 나 혼자 지낼거야 너도 걔네처럼 존나 구려지겠지? 나는고등학교가서 집 잘살고 공부잘하는 친구들 많이 사귈건데 그래라 너는 어쩌냐 인생 망했네 그만해,기타 괴롭힘 대화,"야 너 00고등학교 부임해서 뭐하는 거야? 00고등학교는 왜 이럴까요? 거기에 넣은 사람은 바로 당신이에요. 모든 아이들은 바보이거나 일린이라고하는데 상관 없어요. 어쨌든 그들은 학습을 잘하므로 중요하지 않습니다. 네 친구들은 다 공부도 못하고 놀기만 하는 아이들이다. 나는 그들과 함께 놀지 않을 것이므로 혼자있을 것입니다. 당신도 그 사람만큼 엉망진창이 될 거에요, 그렇죠? 나는 고등학교에 가서 집에서 잘 살며 공부도 잘하는 친구들도 많이 사귀겠지만, 당신은 어떻습니까? 내 인생이 망가졌어, 그만둬."
야 손병신. 하. 한숨 쉬었어? 야 손병신. 그렇게 부르지마. 뭐? 병신한테 병신이라 그러는데. 그렇게 말하지 말라고. 야 병신아. 너 손이 그래서 똥은 어떻게 닦냐? 그런 말 하지 말라고. 이 새끼가 형님이 말하는데 말대답이야? 아 때리지마. 으이구 병신 새끼!,기타 괴롭힘 대화,"안녕하세요 손병신님. 아래에. 한숨 쉬셨나요? 안녕하세요 손병신님. 그렇게 부르지 마세요. 무엇? 그들은 멍청이를 멍청이라고 부릅니다. 그렇게 말하지 마세요. 이봐, 바보야. 똥을 손으로 어떻게 청소하시나요? 그런 말은 하지 마세요. 이 사람이 너한테 말하는 거야? 아, 때리지 마세요. 윽, 바보야!"
너 내가 쳐다보지 말랬지 미안 근데 본거 아니야 지금 쳐다보고 있잖아 아니야 일부러 본게 아니야 본 거 맞네. 왜 거짓말해? 거짓말은 나쁜거지? .응 그럼 맞아야겠지? 미안해 잘못했어 뭐가 잘못했는데? 반성문 쓸게,기타 괴롭힘 대화,"당신은 나에게 당신을 보지 말라고 말했습니다. 미안하지만 난 당신을 쳐다보고 있지 않았어요. 당신은 지금 나를보고 있습니다. 아니요, 일부러 당신을 쳐다본 것은 아닙니다. 당신은 나를 보았습니다. 왜 거짓말을 하는 거야? 거짓말은 나쁜 것 맞죠? .네, 그렇다면 사실이겠지요? 죄송합니다. 나는 틀렸다. 내가 뭘 잘못했나요? 반성문을 쓰겠습니다"
나이가 몇인데 내가 이런 것까지 일러줘야돼? 죄송합니다 기본적인 것도 탑재가 안되있으면 어떡해? 죄송합니다. 그 죄송하다는 소리좀 듣기 싫어 제대로 할수 없어? 다음부터 제대로 해보겠습니다 그따위로 하다간 다음은 없을지도 몰라 제대로좀해 제발! 네 정말 죄송합니다 아주 가정에서부터 교육을 다시 받아야돼 문제가 많아 요새 젊은 것들은 . 죄송합니다,직장 내 괴롭힘 대화,"내가 당신에게 이 말을 해야 할 나이가 몇 살입니까? 죄송합니다. 기본 사항조차 설치되지 않은 경우에는 어떻게 되나요? 실례합니다. 이 말 듣고 싶지 않아, 미안해서 제대로 할 수가 없지? 다음에는 제대로 할게요. 계속 이러면 다음은 없을지도 모르니 제대로 해주세요! 네, 정말 죄송해요. 오늘날 젊은이들이 집에서 스스로 재교육을 받아야 할 정도로 문제가 너무 많습니다. 실례합니다"
야 나 오늘 지갑을 안가져왔는데 5만원만 빌려주라 아. 지난 번에도 빌려간 돈 아직 안주셨잖아요. 내가 급해서 그래 오늘꺼까지 해서 바로 줄게 약속도 안지키시는데 저 드리기 싫어요 우리 사이에 왜그래 아. 저 정말 힘들어요 이번 한번만 주면 다시는 달라고 안할게 정말 그만하세요 앞으로 너 안괴롭힐게 이번 한번만 주라 이번이 마지막이에요.,갈취 대화,"아, 나 오늘 지갑을 안 가져왔어. 5만원만 빌려주세요. 지난번에 빌린 돈을 아직도 안 갚았네요. 급한 일이니까 오늘 해보고 바로 드릴께요. 당신은 약속을 지키지 않지만 나는 그것을 당신에게주고 싶지 않습니다. 우리 사이에 무슨 일이 일어나고 있는 걸까요? 음. 나에게는 정말 힘든 일이다. 이번 한 번만 주시면 다시는 달라고 안 할게요. 그만하세요. 앞으로는 다시는 귀찮게 하지 않겠습니다. 한 번만 주세요. 이번이 마지막입니다."
