idx,class,conversation,keywords,persona,generated_conversation
23,협박 대화,"나좀 제발 그만 따라다녀.부탁이야
너 만나려면 널 찾아가야될거아냐
우리 헤어졌자나. 이건 스토킹이야
난 아직 안헤어졌어. 너가 일방적으로 말한거지
제발 나좀 놔주면안돼?
내가 언제괴롭혔다고그래. 다 널 사랑해서 그런거지
우리집 비밀번호를 또 어떻게 알았어
너 들어가는거 봤지. 남자친구가 그정도도 못보냐? 너네집에 다른남자 숨겨뒀나보지?
제발 그만좀해.아니라고. 너의 그 정신병적인 의심병때문에 헤어진거야
뭐? 정신병? 이년이 말다했냐? 어디 다리하나 부러뜨려놔야 바람을 못피지. 일로와","사랑
비밀번호
정신병","남성, 여성
집","오늘도 오래 기다려서 좋았어요? 
네, 잘 지내셨나요?
그럼에도 불구하고, 저는 여전히 마음이 가벼운 거예요?
정말? 왜 그런가요? 
정직히 말하면, 나와 함께한 시간을 생각해보면 너무 아름답습니다.
그래? 왜 그렇게 느껴질까요?
  사실, 우리의 비밀 번호를 기억하죠? 
  맞아요, 어떻게  하게 되었습니다. 
  그리고 이 번호만 알고 있는 사람들만으로는 제 삶이 다르다는 것을 알게 되었어요.
  하지만, 그 는 어떤 의미인지 궁금해요? 
   예, 제가 지금도 그 이유를 이해하기 어렵지만... 
  그리고 당신이 나에게 중요한 사람이라는 걸 다시 한 번 느낄 수 있으니까 기쁘네요.
  네, 그건거예요. 
, 나와 같이 소중한 사람이 더 많은 것 같아 안심되길 바랍니다."
24,기타 괴롭힘 대화,"야. 거지!
너네집 저기 판자촌이라면서?
.
판자촌이 뭐야?
왜 저 위에 다 쓰러져가는 집들 있잖아. 거기
귀신의 집 같이 다 허물어진데?
새끼. 귀신의 집은 무너지진 않잖아. 쟤네 집은 천장에 구멍도 뚫려 있을걸. 추워서 집에서 이불 둘둘 말고 있을텐데. 용케 얼어죽진 않았네.
날도 추운데 걱정은 못해줄망정 그게 무슨 망발이냐? 거지 친구야 내가핫팩하나 줄까? 추운데 이런거라도 있으면 낫지 않겠어? 크큭.
와 배려심봐라. 쩔어. 나도 쓰던거 있으니까 저녁 때까지는 쓸 수 있겠다.
내가 내일도 쓰던거 줄테니까 꼭 가져가. 쟤 주고 나면 나 손시려워서 어떻게 하냐?
새끼 꼴에 자존심은 있는지 얼굴 빨개지네? 그래 봤자 넌 거지새끼 못 면해.","집
귀신
추우","친구
판자촌","어제 저녁에 집을 가서 추운 바람이 불었어요? 
맞아요, 집 안에서 열수록 더 따뜻하더라고요. 귀신도 날씨를 보는 것 같네요. 
그럼 귀신들이 주변에서 지켜보면 되겠죠?
아, 나중에 그런 이야기를 하게 된다면 신경 쓰일 거예요. 
아, 집에서 왜 이렇게 추울까? 
물론, 고양이가 잘못된 행동했는지 말해야 할 수도 있지만, 이건 우리가 생각해볼 때까지는 안 될 것 같아요. 
그럼 집안에서 무엇을 해봤어요?
난 오늘 식사 후에는 책 읽고, 그리고 영화 보고 있었습니다. 
어떤 영화였나요?
추우라는 영화였어요. 정말 흥미롭습니다.
네, 그 영화는 너무 재밌다고 들었는데, 어떤 장면이 기억나셨어요?
  그때는 정말 감동적이었어요. 마지막장면은 눈물을 쫓았던 부분이 참 인상 깊은거예요.
  맞아요. 그 장면은 정말 마음을 자극했어요. 
이러한 영화들을 보면서 집에서 시간이 빠르게 지나가는 느낌을 받으셨어요?
네, 그만큼"
25,기타 괴롭힘 대화,"여보 생활비좀 주세요
아니 이놈의 마누라는 허구한날 입만 열면 돈타령이야
애들 학원비며.
괜히 애들 핑계 대지마!
제가 입고 쓰는건 없어요.
거짓말마 아주 뱃살이 출렁출렁
여보. 그러지 말고 생활비좀 주세요
못줘! 뱃살 쳐지는 거 더이상 보기 싫어서라도 못줘
정말 제가 먹고 쓰는건 없어요. 믿어주세요.
저리가 이 여편네야 정떨어져","생활비
학원비
먹고","직업은 명확하지 않지만, 아내와 아이들을 돌보고 있는 것으로 보인다.
현재 남편과 아내 사이에 갈등이 있으며, 아내가 남편","이달에는 학원비도 많아. 어떻게 살게?
그럼에도 불구하고 우리 집에서 먹을 거는 건 다 잘 되는 거야? 
네, 하지만 생활비도 많이 드는 것 같아. 가방을 비우면 얼마나 들어?
? 그리고 나중에 결혼식에 대한 예산도 생각해야 해. 내일까지는 안 된다고 하더라.
그건 내가 걱정이야. 다음 달부터는 더 잘 관리하겠어. 
그런데 이거, 우리 집에 있는 식품은 얼마나 있니?
식품이 다   . 우리 집에서는 더 이상 신경 써야 할 게 없잖아.
그러니까, 우리 가족 모두를 위해 조금만하면 돼. 
. 어서, 오늘 저녁 식사 후에 나무랬던 것을 다시 한 번 확인해보자.
? 그래, 이제는 내가 가방에 담은 것들이 다 소모되네."
26,협박 대화,"조용히 살라고 했는데 이새끼가깔짝깔짝건드네?
그러지마.그건 정말 너네가 잘못한거잖아
야 내가 잘못했어도 그걸 니가 뭔데 말해? 뭔데 신고하네 마네야
나쁜일이니까.
니가 경찰이야? 어? 경찰도 아닌새끼가 남의 일에 오지랖은
.그래도 그건 아니야
아 이 외골수새끼 입술 부르트도록 쳐맞아도 아직 정신 못차렸네 아 뇌는 아직 터지도록 안맞아서 그러냐?
제발. 여기서 멈춰주면 나도 조용히할게
야 니가 조용히 하는건 하나도 안중요하고 이빨 꽉 깨물어라 안그러면 이 나간다새끼야
제발 그만해.","새끼
경찰
외골수","친구, 남편
외곽","나도 이곳에서 새끼를 사고 싶었는데, 어떻게 하겠니?
아, 그게 어렵다고 해서 안 가는 거야? 외곽에는 경찰이 많아.
아니,  까지 다가면 되겠네. 저도 가보려 했지만, 나중에 한테 신고하면 안 된다는 걸 알았어.
네, 그럼 나중에 가볼까? 
,   .
  ."
27,갈취 대화,"돈을 빌려갔으면 갚아야지
죄송합니다 시간을 조금만 더 주십시오
내가 왜? 내가자선사업가야? 나는 엄연한 사업가야
알고있습니다 부탁드릴게요
뭐 보니까 남은 것도 이제 얼마 없는 것 같은데 말이야
진짜 빈털털이 입니다 한번만 봐주세요
그래도 저 자동차 한대 있네?
저거밖에 없어요정말.
그럼 저거라도 줘야지 남의 돈 빌려가놓고 편하게 차타고 다닐라했어? 걸어다녀야지 그러면서 몸을 떼우고 갚아야지
하지만 이자도 너무 비싸고 .
그럼 아쉬울때는 빌려놓고 이제와서 이제 타령하는거야? 웃기지마 저거는 내가 가져간다","돈
시간
자동차","사업가
친구, 동료
","친구, 오늘 시간이 바쁘게 다가왔네?
맞아, 내일 출근 후부터 시간이 점점 더 짧아지는 것 같아.
그럼 어떻게 하겠니? 도 안 되고 시간도 없으면서  한 거죠?
네, 정말 어렵지만 잘 하고 싶어. 나중에 자산을 쌓는 게 중요하니까요.
? 하지만 지금으로서는 어떤 일도 못 할 것 같은데...
그래도 충분히 노력하고 있어. 가만히 생각해 보면 좋은 기회가 있을 거야.
! 이건 정말 신경 쓰이는 건 아니잖아! 도와줄래?
? 오, 어쨌든 도움이 필요하면 말해줘."
28,협박 대화,"이리로 와 넌 토막내서 죽여줄게
살려주세요
싫어 난 너의 장난감이랑 놀 시간 보네고 싶어서 그러는거야
제발 그만
그리고 너의 몸 장난감을 아주 잘 갖고 놀아야지 이 칼로
왜 그렇게 까지.
칼로 쑤시는 맛이 있거든
살려주세요
살아있는 애는 재미 없어
야이 새끼야 경찰이다. 이런 미친 싸이코 같은 놈
그 총 쏘기만 해봐 목를 썰어 주겠어","이리오
장난감
경찰","경찰
남성, 여성 남자와 여자
위치나 장소를 명확히 나타내지 않음","안녕하세요, 저는 입니다. 오늘은 이리를 즐기는 사람들을 찾고 있습니다.
웃음 그럼? 왜 그런 거야?
아, 그냥 한 번만 보게 해도 좋겠죠. 이리을 좋아하시면 어떤 장난감이 있으실까요?
오, 어서 그런 거요. 내 집에서 이리기를 좋아해요. 우리가 가방 속에 넣어서 다니던 때마다 주변에 남아 있는 곳에서 발견했어요.
소문소문으로 그 를 잘 지키시는군요. 제가 나중에 이리를 발견하면 꼭 연락주세요.
웃음
그리고, 이리에는 어떤 장식이나 색깔이 있을까?
  아, 흰색과 검정, 파란색이 많아요. 특히 흰 가 가장 많이 들어있어요.
흰는 정말습니다. 더 많은 정보를 얻으려면 몇 년 전부터 이리장을 찾아보았나요?
 웃음
네, 여러 개를 모아두고 있는데, 최근에는 다른 사람들에게도 알려드릴 필요가 있어요. 이장을 가지고 있는 사람들끼리 만나는 것도 좋을 것 같아요.
  맞아요. 하지만, 너무 자주 만나면 신경 쓰일 수도 있죠. 예를 들어"
29,기타 괴롭힘 대화,"병신이 아이스크림 먹게 돼 있냐?
난 먹으면 안 돼? 그만 좀 해.
당연히 안 되지 너 공부 개못하는 찐따잖아.
야 닭대가리가 말도 하네 동물농장 나가자.
너네 학교폭력으로 신고하기 전에 그만 해.
아이고 무서워라 살려주세요 으헝헝
제발 좀 저리 가.
나였으면 아이스크림 먹을 시간에 공부한다.
멈춰!
저러니까 쳐맞고 다니지","아이스크림
학원
동물","학생
친구, 학우
학교","이 주말에 할 일이 많아? 
요즘도 많이 하네. 
그럼 나중에 아이스크을 먹고 싶었는데, 어때?
아, 그게 좋은 ! 
? 우리 학교에서 동물과 관련된 과목이 있으면 좋겠어? 
맞아, 동물생태학이 있다. 
? 그 과목에서 가장 흥미로운 부분은 무엇이야?
? 동물들이 아이스크을 먹는 게 어떻게 되냐면?
? 아니, 사실 그 은 거의 없다고 해서 기분이 상해. 
중략
하지만 가만히 생각하면, 비슷한 개념으로는 곤충이나 거북이 있을 것 같아.
네, 그거랑 유사한 점이 있어. 
 그리고 가만다가 아이스크을 먹을 때는 정말 신경 쓰는 건 어떤 거야?
어쩌면 기름 때문에 불편함을 느끼기도 하고 말이지. 
 그리고 아이스크 의 맛을 보존하기 위해    하는 방법도 중요해.
. 네, 와 를 잘 관리해야 해. 
 그리고 아이에 대한 연구는   하더라. 
 네, 특히 동물의 감각과 식습"
30,갈취 대화,"와 한창 분위기 좋을때 방해해서 죄송합니다
누. 누구야? 이 새끼 갑자기
쉬쉬 사장님 흥분하지 마시구요 제가 이 여자 오빠되는 사람입니다 그런데 안타깝게도 얘가 아직 18살이 안됐지 뭐예요
뭐? 그. 그게 어때서? 우리 사. 사랑하는 사이야
푸하하하 이분 재미있으신 분이시네
저.저기 내가 한번 실수 한것 같으니 용서해주게
용서라 뭐 까짓것 용서해드리죠 다만 제게 뭔가 필요한게 있어서요 사모님 번호가 뭐였더라
돈이 필요하다면 내 지분을 팔아서라도 줌세 제발
그 사장님 소유의 은행 있는 건물 기억나시죠? 
자네가 그걸 어떻게?","방해
여자
실수","사장, 여고생
남성과 여성
은행, 여고","안녕하세요, 오늘도 잘 지내셨나요? 
그럼요, 나도 잘 보냈습니다만, 이곳에서 한 번 더 실수를 하게 되면 큰 문제가 될 것 같아요. 
그건 너무 걱정 말아 주세요, 저는 도와드리겠습니다. 
  하지만이 에서 실수로 인사한 적이 있잖아요. 
그 때에도 큰 문제 없이 해결되었습니다만...
오, 그 때는 어떻게 해서 해결했어요?
제가 실수로 한 점을 고쳐줬습니다. 
물론, 지금도 계속해서 그런 일이 발생한다면 정말 불편하겠죠?
맞습니다. 그럴 경우에 대해 신경 써 주셔서 감사합니다."
31,기타 괴롭힘 대화,"니가 나 따라한다는 애구나?
 내가? 나 너 안따라해.
머라는거야. 여기 사진 다 있거든. 너 내가 누군지 모르지? 너 한번 찍혀야 정신차리냐?
아니야 나. 나 진짜 아니야. 이거 나 아니야.
애 머래니? 작작 좀 나대.
진짜로 나 진짜 아니야 나 이런대 가보지도 않았어.
야 니가 내 썸남한테 꼬리쳤다며 거짓말 하지마 내가 다 듣고 이러는거거든?
진짜 나 아니야. 나랑 닮은 앤가봐.
야 재 입 좀 어떻게 하자.
애들아 제발 이러지 말아줘. 선생님한테 말할거야.","애
사진
썵","수사
남편, 아내
집","이 사진이 얼마나 예쁘죠? 
그게 나의 소중한 추억을 담고 있어! 
그 때는 우리 아이들이 너무 어린 거였어요. 
? 지금도 그와 같은 순간들을 보며 기뻐요. 
. 그때는 정말 행복했었어요. 
? 이제는 더 많은 추억들이 있겠네요. 
  네, 많이 생겼어. 
  그리고 그 를 항상 썵하고 싶어."
32,협박 대화,"자꾸 이런식으로 내 연락 무시하면 나도 가만 있지 않을거야
 어떻게 할건데?
 당장 네 집에 가서 다 말할거야
 정말 그러기야? 제발 이제 그만해
 네가 자꾸 연락 무시하고 해결책을 내놓지 않잖아
 어떻게 하길 원하는데?
 당장 집에 가서 네 와이프에게 말해
 그건 안 돼. 그럼 나 이혼당해
 그 정도도 생각 안하고 행동했니? 진짜 너 칼로 갈기갈기 찢어 죽여 버릴거야
 나도 가만 있지 않을거야. 이렇게 말이 안통하니 자꾸 연락을 차단하는거 아냐
 네가 그렇게 나오면 나도 이제 가만있지 않겠어","결정
집
계속","남성, 여성 남성과 여성의 관계
집","오늘도 집에서 계속 지내고 싶습니다.
그럼요? 왜 ?
이 는 너무 추운 것 같아요. 가을이 오면 더 좋겠죠?
네, 나도 같은 생각이야. 집에서만 있으면 더 편안하겠네.
그리고 주말에는 어떤 계획이 있을까요?
  일요일은 가족들과 시간 보내려는데, 월요일은 친구와 영화 보러 갈 거예요.
  그게 정말 좋은    !
  네, 많이 기대하고 있어!"
33,기타 괴롭힘 대화,"야 너는 00고등학교 배정되서 어쩌냐
왜 00고등학교가 어떄서?
거기 내신 구리잖아. 애들도 다 돌대가리 아니면 일진뿐이라던데
나는 상관없어 어짜피 공부 잘하니까
뭐가 상관없어 니 친구들도 다 공부못하는 애들이고 노는애들 뿐일텐데
걔네랑 안놀아 나 혼자 지낼거야
너도 걔네처럼 존나 구려지겠지? 나는고등학교가서 집 잘살고 공부잘하는 친구들 많이 사귈건데
그래라
너는 어쩌냐 인생 망했네
그만해","고등
친구
집","고등학생
친구, 동료
학교 00고등학교","친구들 다가와서 집에서 식사하고 싶었는데, 엄마도 나중에만 가겠다고 하셨어요?
맞아요, 엄마는 오늘 저녁을 잘 먹으려 해요. 어릴 때부터 자식이 된 후에는 요즘처럼 바쁘게 지내니까요. 
그럼 우리가 한 번 더 가보면 좋겠네요? 엄마가 너무 바쁠 것 같아서요.
네, 이젠 가면 돼. 오늘 학교 시간이 오래 걸렸으니 빨리 가고 싶습니다.
네가 가신다면, 나는 할아버지에게 전화를 드리고, 나도 가겠습니다."
